emoji,codepoint,occurrences,negative,neutral,positive,name,block,primary_emotion
🔄,0x1f504,1000,50,150,800,COUNTERCLOCKWISE ARROWS BUTTON,Symbols,Optimism
🔙,0x1f519,1000,50,150,800,BACK ARROW,Symbols,Optimism
🔚,0x1f51a,1000,50,150,800,END ARROW,Symbols,Optimism
🔛,0x1f51b,1000,50,150,800,ON! ARROW,Symbols,Optimism
🔜,0x1f51c,1000,50,150,800,SOON ARROW,Symbols,Optimism
🔝,0x1f51d,1000,50,150,800,TOP ARROW,Symbols,Optimism
🛐,0x1f6d0,1000,50,150,800,PLACE OF WORSHIP,Symbols,Optimism
⚛️,0x269b 0xfe0f,1000,50,150,800,ATOM SYMBOL,Symbols,Optimism
🕉️,0x1f549 0xfe0f,1000,50,150,800,OM,Symbols,Optimism
✡️,0x2721 0xfe0f,1000,30,50,920,STAR OF DAVID,Symbols,Excitement
☸️,0x2638 0xfe0f,1000,50,150,800,WHEEL OF DHARMA,Symbols,Optimism
☯️,0x262f 0xfe0f,1000,50,150,800,YIN YANG,Symbols,Optimism
✝️,0x271d 0xfe0f,1000,50,150,800,LATIN CROSS,Symbols,Optimism
☦️,0x2626 0xfe0f,1000,50,150,800,ORTHODOX CROSS,Symbols,Optimism
☪️,0x262a 0xfe0f,1000,30,50,920,STAR AND CRESCENT,Symbols,Excitement
☮️,0x262e 0xfe0f,1000,50,150,800,PEACE SYMBOL,Symbols,Optimism
🕎,0x1f54e,1000,50,150,800,MENORAH,Symbols,Optimism
🔯,0x1f52f,1000,30,50,920,DOTTED SIX-POINTED STAR,Symbols,Excitement
🪯,0x1faaf,1000,50,150,800,KHANDA,Symbols,Optimism
♈,0x2648,1000,50,150,800,ARIES,Symbols,Optimism
♉,0x2649,1000,50,150,800,TAURUS,Symbols,Optimism
♊,0x264a,1000,50,150,800,GEMINI,Symbols,Optimism
♋,0x264b,1000,50,150,800,CANCER,Symbols,Optimism
♌,0x264c,1000,50,150,800,LEO,Symbols,Optimism
♍,0x264d,1000,50,150,800,VIRGO,Symbols,Optimism
♎,0x264e,1000,50,150,800,LIBRA,Symbols,Optimism
♏,0x264f,1000,50,150,800,SCORPIO,Symbols,Optimism
♐,0x2650,1000,50,150,800,SAGITTARIUS,Symbols,Optimism
♑,0x2651,1000,50,150,800,CAPRICORN,Symbols,Optimism
♒,0x2652,1000,50,150,800,AQUARIUS,Symbols,Optimism
♓,0x2653,1000,50,150,800,PISCES,Symbols,Optimism
⛎,0x26ce,1000,50,150,800,OPHIUCHUS,Symbols,Optimism
🔀,0x1f500,1000,50,150,800,SHUFFLE TRACKS BUTTON,Symbols,Optimism
🔁,0x1f501,1000,50,150,800,REPEAT BUTTON,Symbols,Optimism
🔂,0x1f502,1000,50,150,800,REPEAT SINGLE BUTTON,Symbols,Optimism
▶️,0x25b6 0xfe0f,1000,50,150,800,PLAY BUTTON,Symbols,Optimism
⏩,0x23e9,1000,50,150,800,FAST-FORWARD BUTTON,Symbols,Optimism
⏭️,0x23ed 0xfe0f,1000,50,150,800,NEXT TRACK BUTTON,Symbols,Optimism
⏯️,0x23ef 0xfe0f,1000,50,150,800,PLAY OR PAUSE BUTTON,Symbols,Optimism
◀️,0x25c0 0xfe0f,1000,50,150,800,REVERSE BUTTON,Symbols,Optimism
⏪,0x23ea,1000,50,150,800,FAST REVERSE BUTTON,Symbols,Optimism
⏮️,0x23ee 0xfe0f,1000,50,150,800,LAST TRACK BUTTON,Symbols,Optimism
🔼,0x1f53c,1000,50,150,800,UPWARDS BUTTON,Symbols,Optimism
⏫,0x23eb,1000,50,150,800,FAST UP BUTTON,Symbols,Optimism
🔽,0x1f53d,1000,50,150,800,DOWNWARDS BUTTON,Symbols,Optimism
⏬,0x23ec,1000,50,150,800,FAST DOWN BUTTON,Symbols,Optimism
⏸️,0x23f8 0xfe0f,1000,50,150,800,PAUSE BUTTON,Symbols,Optimism
⏹️,0x23f9 0xfe0f,1000,50,150,800,STOP BUTTON,Symbols,Optimism
⏺️,0x23fa 0xfe0f,1000,50,150,800,RECORD BUTTON,Symbols,Optimism
⏏️,0x23cf 0xfe0f,1000,50,150,800,EJECT BUTTON,Symbols,Optimism
🎦,0x1f3a6,1000,50,150,800,CINEMA,Symbols,Optimism
🔅,0x1f505,1000,50,150,800,DIM BUTTON,Symbols,Optimism
🔆,0x1f506,1000,50,150,800,BRIGHT BUTTON,Symbols,Optimism
📶,0x1f4f6,1000,50,150,800,ANTENNA BARS,Symbols,Optimism
🛜,0x1f6dc,1000,50,150,800,WIRELESS,Symbols,Optimism
📳,0x1f4f3,1000,50,150,800,VIBRATION MODE,Symbols,Optimism
📴,0x1f4f4,1000,50,150,800,MOBILE PHONE OFF,Symbols,Optimism
♀️,0x2640 0xfe0f,1000,50,150,800,FEMALE SIGN,Symbols,Optimism
♂️,0x2642 0xfe0f,1000,50,150,800,MALE SIGN,Symbols,Optimism
⚧️,0x26a7 0xfe0f,1000,50,150,800,TRANSGENDER SYMBOL,Symbols,Optimism
✖️,0x2716 0xfe0f,1000,50,150,800,MULTIPLY,Symbols,Optimism
➕,0x2795,1000,50,150,800,PLUS,Symbols,Optimism
➖,0x2796,1000,50,150,800,MINUS,Symbols,Optimism
➗,0x2797,1000,50,150,800,DIVIDE,Symbols,Optimism
🟰,0x1f7f0,1000,50,150,800,HEAVY EQUALS SIGN,Symbols,Optimism
♾️,0x267e 0xfe0f,1000,50,150,800,INFINITY,Symbols,Optimism
‼️,0x203c 0xfe0f,1000,50,150,800,DOUBLE EXCLAMATION MARK,Symbols,Optimism
⁉️,0x2049 0xfe0f,1000,50,350,600,EXCLAMATION QUESTION MARK,Symbols,Curiosity
❓,0x2753,1000,50,350,600,RED QUESTION MARK,Symbols,Curiosity
❔,0x2754,1000,50,350,600,WHITE QUESTION MARK,Symbols,Curiosity
❕,0x2755,1000,50,150,800,WHITE EXCLAMATION MARK,Symbols,Optimism
❗,0x2757,1000,50,150,800,RED EXCLAMATION MARK,Symbols,Optimism
〰️,0x3030 0xfe0f,1000,50,150,800,WAVY DASH,Symbols,Optimism
💱,0x1f4b1,1000,50,150,800,CURRENCY EXCHANGE,Symbols,Optimism
💲,0x1f4b2,1000,50,150,800,HEAVY DOLLAR SIGN,Symbols,Optimism
⚕️,0x2695 0xfe0f,1000,50,150,800,MEDICAL SYMBOL,Symbols,Optimism
♻️,0x267b 0xfe0f,1000,50,150,800,RECYCLING SYMBOL,Symbols,Optimism
⚜️,0x269c 0xfe0f,1000,50,150,800,FLEUR-DE-LIS,Symbols,Optimism
🔱,0x1f531,1000,50,150,800,TRIDENT EMBLEM,Symbols,Optimism
📛,0x1f4db,1000,50,150,800,NAME BADGE,Symbols,Optimism
🔰,0x1f530,1000,50,150,800,JAPANESE SYMBOL FOR BEGINNER,Symbols,Optimism
⭕,0x2b55,1000,50,150,800,HOLLOW RED CIRCLE,Symbols,Optimism
✅,0x2705,1000,20,80,900,CHECK MARK BUTTON,Symbols,Approval
☑️,0x2611 0xfe0f,1000,20,80,900,CHECK BOX WITH CHECK,Symbols,Approval
✔️,0x2714 0xfe0f,1000,20,80,900,CHECK MARK,Symbols,Approval
❌,0x274c,1000,50,150,800,CROSS MARK,Symbols,Optimism
❎,0x274e,1000,50,150,800,CROSS MARK BUTTON,Symbols,Optimism
➰,0x27b0,1000,50,150,800,CURLY LOOP,Symbols,Optimism
➿,0x27bf,1000,50,150,800,DOUBLE CURLY LOOP,Symbols,Optimism
〽️,0x303d 0xfe0f,1000,50,150,800,PART ALTERNATION MARK,Symbols,Optimism
✳️,0x2733 0xfe0f,1000,20,80,900,EIGHT-SPOKED ASTERISK,Symbols,Approval
✴️,0x2734 0xfe0f,1000,30,50,920,EIGHT-POINTED STAR,Symbols,Excitement
❇️,0x2747 0xfe0f,1000,20,50,930,SPARKLE,Symbols,Optimism
©️,0x00a9 0xfe0f,1000,50,150,800,COPYRIGHT,Symbols,Optimism
®️,0x00ae 0xfe0f,1000,50,150,800,REGISTERED,Symbols,Optimism
™️,0x2122 0xfe0f,1000,50,150,800,TRADE MARK,Symbols,Optimism
*️⃣,0x002a 0xfe0f 0x20e3,1000,50,150,800,KEYCAP: *,Symbols,Optimism
0️⃣,0x0030 0xfe0f 0x20e3,1000,50,150,800,KEYCAP: 0,Symbols,Optimism
1️⃣,0x0031 0xfe0f 0x20e3,1000,50,150,800,KEYCAP: 1,Symbols,Optimism
2️⃣,0x0032 0xfe0f 0x20e3,1000,50,150,800,KEYCAP: 2,Symbols,Optimism
3️⃣,0x0033 0xfe0f 0x20e3,1000,50,150,800,KEYCAP: 3,Symbols,Optimism
4️⃣,0x0034 0xfe0f 0x20e3,1000,50,150,800,KEYCAP: 4,Symbols,Optimism
5️⃣,0x0035 0xfe0f 0x20e3,1000,50,150,800,KEYCAP: 5,Symbols,Optimism
6️⃣,0x0036 0xfe0f 0x20e3,1000,50,150,800,KEYCAP: 6,Symbols,Optimism
7️⃣,0x0037 0xfe0f 0x20e3,1000,50,150,800,KEYCAP: 7,Symbols,Optimism
8️⃣,0x0038 0xfe0f 0x20e3,1000,50,150,800,KEYCAP: 8,Symbols,Optimism
9️⃣,0x0039 0xfe0f 0x20e3,1000,50,150,800,KEYCAP: 9,Symbols,Optimism
🔟,0x1f51f,1000,50,150,800,KEYCAP: 10,Symbols,Optimism
🔠,0x1f520,1000,50,150,800,INPUT LATIN UPPERCASE,Symbols,Optimism
🔡,0x1f521,1000,50,150,800,INPUT LATIN LOWERCASE,Symbols,Optimism
🔢,0x1f522,1000,50,150,800,INPUT NUMBERS,Symbols,Optimism
🔣,0x1f523,1000,50,150,800,INPUT SYMBOLS,Symbols,Optimism
🔤,0x1f524,1000,50,150,800,INPUT LATIN LETTERS,Symbols,Optimism
🅰️,0x1f170 0xfe0f,1000,50,150,800,A BUTTON (BLOOD TYPE),Symbols,Optimism
🆎,0x1f18e,1000,50,150,800,AB BUTTON (BLOOD TYPE),Symbols,Optimism
🅱️,0x1f171 0xfe0f,1000,50,150,800,B BUTTON (BLOOD TYPE),Symbols,Optimism
🆑,0x1f191,1000,50,150,800,CL BUTTON,Symbols,Optimism
🆒,0x1f192,1000,50,150,800,COOL BUTTON,Symbols,Optimism
🆓,0x1f193,1000,50,150,800,FREE BUTTON,Symbols,Optimism
ℹ️,0x2139 0xfe0f,1000,50,150,800,INFORMATION,Symbols,Optimism
🆔,0x1f194,1000,50,150,800,ID BUTTON,Symbols,Optimism
Ⓜ️,0x24c2 0xfe0f,1000,50,150,800,CIRCLED M,Symbols,Optimism
🆕,0x1f195,1000,50,150,800,NEW BUTTON,Symbols,Optimism
🆖,0x1f196,1000,50,150,800,NG BUTTON,Symbols,Optimism
🅾️,0x1f17e 0xfe0f,1000,50,150,800,O BUTTON (BLOOD TYPE),Symbols,Optimism
🆗,0x1f197,1000,20,80,900,OK BUTTON,Symbols,Approval
🅿️,0x1f17f 0xfe0f,1000,50,150,800,P BUTTON,Symbols,Optimism
🆘,0x1f198,1000,50,150,800,SOS BUTTON,Symbols,Optimism
🆙,0x1f199,1000,50,150,800,UP! BUTTON,Symbols,Optimism
🆚,0x1f19a,1000,50,150,800,VS BUTTON,Symbols,Optimism
🈁,0x1f201,1000,50,150,800,JAPANESE “HERE” BUTTON,Symbols,Optimism
🈂️,0x1f202 0xfe0f,1000,50,150,800,JAPANESE “SERVICE CHARGE” BUTTON,Symbols,Optimism
🈷️,0x1f237 0xfe0f,1000,50,150,800,JAPANESE “MONTHLY AMOUNT” BUTTON,Symbols,Optimism
🈶,0x1f236,1000,50,150,800,JAPANESE “NOT FREE OF CHARGE” BUTTON,Symbols,Optimism
🈯,0x1f22f,1000,50,150,800,JAPANESE “RESERVED” BUTTON,Symbols,Optimism
🉐,0x1f250,1000,50,150,800,JAPANESE “BARGAIN” BUTTON,Symbols,Optimism
🈹,0x1f239,1000,50,150,800,JAPANESE “DISCOUNT” BUTTON,Symbols,Optimism
🈚,0x1f21a,1000,50,150,800,JAPANESE “FREE OF CHARGE” BUTTON,Symbols,Optimism
🈲,0x1f232,1000,50,150,800,JAPANESE “PROHIBITED” BUTTON,Symbols,Optimism
🉑,0x1f251,1000,50,150,800,JAPANESE “ACCEPTABLE” BUTTON,Symbols,Optimism
🈸,0x1f238,1000,50,150,800,JAPANESE “APPLICATION” BUTTON,Symbols,Optimism
🈴,0x1f234,1000,50,150,800,JAPANESE “PASSING GRADE” BUTTON,Symbols,Optimism
🈳,0x1f233,1000,50,150,800,JAPANESE “VACANCY” BUTTON,Symbols,Optimism
㊗️,0x3297 0xfe0f,1000,50,150,800,JAPANESE “CONGRATULATIONS” BUTTON,Symbols,Optimism
㊙️,0x3299 0xfe0f,1000,50,150,800,JAPANESE “SECRET” BUTTON,Symbols,Optimism
🈺,0x1f23a,1000,50,150,800,JAPANESE “OPEN FOR BUSINESS” BUTTON,Symbols,Optimism
🈵,0x1f235,1000,50,150,800,JAPANESE “NO VACANCY” BUTTON,Symbols,Optimism
🔴,0x1f534,1000,50,150,800,RED CIRCLE,Symbols,Optimism
🟠,0x1f7e0,1000,50,150,800,ORANGE CIRCLE,Symbols,Optimism
🟡,0x1f7e1,1000,50,150,800,YELLOW CIRCLE,Symbols,Optimism
🟢,0x1f7e2,1000,50,150,800,GREEN CIRCLE,Symbols,Optimism
🔵,0x1f535,1000,50,150,800,BLUE CIRCLE,Symbols,Optimism
🟣,0x1f7e3,1000,50,150,800,PURPLE CIRCLE,Symbols,Optimism
🟤,0x1f7e4,1000,50,150,800,BROWN CIRCLE,Symbols,Optimism
⚫,0x26ab,1000,50,150,800,BLACK CIRCLE,Symbols,Optimism
⚪,0x26aa,1000,50,150,800,WHITE CIRCLE,Symbols,Optimism
🟥,0x1f7e5,1000,50,150,800,RED SQUARE,Symbols,Optimism
🟧,0x1f7e7,1000,50,150,800,ORANGE SQUARE,Symbols,Optimism
🟨,0x1f7e8,1000,50,150,800,YELLOW SQUARE,Symbols,Optimism
🟩,0x1f7e9,1000,50,150,800,GREEN SQUARE,Symbols,Optimism
🟦,0x1f7e6,1000,50,150,800,BLUE SQUARE,Symbols,Optimism
🟪,0x1f7ea,1000,50,150,800,PURPLE SQUARE,Symbols,Optimism
🟫,0x1f7eb,1000,50,150,800,BROWN SQUARE,Symbols,Optimism
⬛,0x2b1b,1000,50,150,800,BLACK LARGE SQUARE,Symbols,Optimism
⬜,0x2b1c,1000,50,150,800,WHITE LARGE SQUARE,Symbols,Optimism
◼️,0x25fc 0xfe0f,1000,50,150,800,BLACK MEDIUM SQUARE,Symbols,Optimism
◻️,0x25fb 0xfe0f,1000,50,150,800,WHITE MEDIUM SQUARE,Symbols,Optimism
◾,0x25fe,1000,50,150,800,BLACK MEDIUM-SMALL SQUARE,Symbols,Optimism
◽,0x25fd,1000,50,150,800,WHITE MEDIUM-SMALL SQUARE,Symbols,Optimism
▪️,0x25aa 0xfe0f,1000,50,150,800,BLACK SMALL SQUARE,Symbols,Optimism
▫️,0x25ab 0xfe0f,1000,50,150,800,WHITE SMALL SQUARE,Symbols,Optimism
🔶,0x1f536,1000,50,150,800,LARGE ORANGE DIAMOND,Symbols,Optimism
🔷,0x1f537,1000,50,150,800,LARGE BLUE DIAMOND,Symbols,Optimism
🔸,0x1f538,1000,50,150,800,SMALL ORANGE DIAMOND,Symbols,Optimism
🔹,0x1f539,1000,50,150,800,SMALL BLUE DIAMOND,Symbols,Optimism
🔺,0x1f53a,1000,50,150,800,RED TRIANGLE POINTED UP,Symbols,Optimism
🔻,0x1f53b,1000,50,150,800,RED TRIANGLE POINTED DOWN,Symbols,Optimism
💠,0x1f4a0,1000,50,150,800,DIAMOND WITH A DOT,Symbols,Optimism
🔘,0x1f518,1000,50,150,800,RADIO BUTTON,Symbols,Optimism
🔳,0x1f533,1000,50,150,800,WHITE SQUARE BUTTON,Symbols,Optimism
🔲,0x1f532,1000,50,150,800,BLACK SQUARE BUTTON,Symbols,Optimism
🏁,0x1f3c1,1000,100,400,500,CHEQUERED FLAG,Flags,Neutral
🚩,0x1f6a9,1000,100,400,500,TRIANGULAR FLAG,Flags,Neutral
🎌,0x1f38c,1000,100,400,500,CROSSED FLAGS,Flags,Neutral
🏴,0x1f3f4,1000,100,400,500,BLACK FLAG,Flags,Neutral
🏳️,0x1f3f3 0xfe0f,1000,100,400,500,WHITE FLAG,Flags,Neutral
🏳️‍🌈,0x1f3f3 0xfe0f 0x200d 0x1f308,1000,20,50,930,RAINBOW FLAG,Flags,Optimism
🏳️‍⚧️,0x1f3f3 0xfe0f 0x200d 0x26a7 0xfe0f,1000,100,400,500,TRANSGENDER FLAG,Flags,Neutral
🏴‍☠️,0x1f3f4 0x200d 0x2620 0xfe0f,1000,100,400,500,PIRATE FLAG,Flags,Neutral
🇦🇨,0x1f1e6 0x1f1e8,1000,100,400,500,FLAG: ASCENSION ISLAND,Flags,Neutral
🇦🇩,0x1f1e6 0x1f1e9,1000,100,400,500,FLAG: ANDORRA,Flags,Neutral
🇦🇪,0x1f1e6 0x1f1ea,1000,100,400,500,FLAG: UNITED ARAB EMIRATES,Flags,Neutral
🇦🇫,0x1f1e6 0x1f1eb,1000,100,400,500,FLAG: AFGHANISTAN,Flags,Neutral
🇦🇬,0x1f1e6 0x1f1ec,1000,100,400,500,FLAG: ANTIGUA & BARBUDA,Flags,Neutral
🇦🇮,0x1f1e6 0x1f1ee,1000,100,400,500,FLAG: ANGUILLA,Flags,Neutral
🇦🇱,0x1f1e6 0x1f1f1,1000,100,400,500,FLAG: ALBANIA,Flags,Neutral
🇦🇲,0x1f1e6 0x1f1f2,1000,100,400,500,FLAG: ARMENIA,Flags,Neutral
🇦🇴,0x1f1e6 0x1f1f4,1000,100,400,500,FLAG: ANGOLA,Flags,Neutral
🇦🇶,0x1f1e6 0x1f1f6,1000,100,400,500,FLAG: ANTARCTICA,Flags,Neutral
🇦🇷,0x1f1e6 0x1f1f7,1000,100,400,500,FLAG: ARGENTINA,Flags,Neutral
🇦🇸,0x1f1e6 0x1f1f8,1000,100,400,500,FLAG: AMERICAN SAMOA,Flags,Neutral
🇦🇹,0x1f1e6 0x1f1f9,1000,100,400,500,FLAG: AUSTRIA,Flags,Neutral
🇦🇺,0x1f1e6 0x1f1fa,1000,100,400,500,FLAG: AUSTRALIA,Flags,Neutral
🇦🇼,0x1f1e6 0x1f1fc,1000,100,400,500,FLAG: ARUBA,Flags,Neutral
🇦🇽,0x1f1e6 0x1f1fd,1000,100,400,500,FLAG: ÅLAND ISLANDS,Flags,Neutral
🇦🇿,0x1f1e6 0x1f1ff,1000,100,400,500,FLAG: AZERBAIJAN,Flags,Neutral
🇧🇦,0x1f1e7 0x1f1e6,1000,100,400,500,FLAG: BOSNIA & HERZEGOVINA,Flags,Neutral
🇧🇧,0x1f1e7 0x1f1e7,1000,100,400,500,FLAG: BARBADOS,Flags,Neutral
🇧🇩,0x1f1e7 0x1f1e9,1000,100,400,500,FLAG: BANGLADESH,Flags,Neutral
🇧🇪,0x1f1e7 0x1f1ea,1000,100,400,500,FLAG: BELGIUM,Flags,Neutral
🇧🇫,0x1f1e7 0x1f1eb,1000,100,400,500,FLAG: BURKINA FASO,Flags,Neutral
🇧🇬,0x1f1e7 0x1f1ec,1000,100,400,500,FLAG: BULGARIA,Flags,Neutral
🇧🇭,0x1f1e7 0x1f1ed,1000,100,400,500,FLAG: BAHRAIN,Flags,Neutral
🇧🇮,0x1f1e7 0x1f1ee,1000,100,400,500,FLAG: BURUNDI,Flags,Neutral
🇧🇯,0x1f1e7 0x1f1ef,1000,100,400,500,FLAG: BENIN,Flags,Neutral
🇧🇱,0x1f1e7 0x1f1f1,1000,100,400,500,FLAG: ST. BARTHÉLEMY,Flags,Neutral
🇧🇲,0x1f1e7 0x1f1f2,1000,100,400,500,FLAG: BERMUDA,Flags,Neutral
🇧🇳,0x1f1e7 0x1f1f3,1000,100,400,500,FLAG: BRUNEI,Flags,Neutral
🇧🇴,0x1f1e7 0x1f1f4,1000,100,400,500,FLAG: BOLIVIA,Flags,Neutral
🇧🇶,0x1f1e7 0x1f1f6,1000,100,400,500,FLAG: CARIBBEAN NETHERLANDS,Flags,Neutral
🇧🇷,0x1f1e7 0x1f1f7,1000,100,400,500,FLAG: BRAZIL,Flags,Neutral
🇧🇸,0x1f1e7 0x1f1f8,1000,100,400,500,FLAG: BAHAMAS,Flags,Neutral
🇧🇹,0x1f1e7 0x1f1f9,1000,100,400,500,FLAG: BHUTAN,Flags,Neutral
🇧🇻,0x1f1e7 0x1f1fb,1000,100,400,500,FLAG: BOUVET ISLAND,Flags,Neutral
🇧🇼,0x1f1e7 0x1f1fc,1000,100,400,500,FLAG: BOTSWANA,Flags,Neutral
🇧🇾,0x1f1e7 0x1f1fe,1000,100,400,500,FLAG: BELARUS,Flags,Neutral
🇧🇿,0x1f1e7 0x1f1ff,1000,100,400,500,FLAG: BELIZE,Flags,Neutral
🇨🇦,0x1f1e8 0x1f1e6,1000,100,400,500,FLAG: CANADA,Flags,Neutral
🇨🇨,0x1f1e8 0x1f1e8,1000,100,400,500,FLAG: COCOS (KEELING) ISLANDS,Flags,Neutral
🇨🇩,0x1f1e8 0x1f1e9,1000,100,400,500,FLAG: CONGO - KINSHASA,Flags,Neutral
🇨🇫,0x1f1e8 0x1f1eb,1000,100,400,500,FLAG: CENTRAL AFRICAN REPUBLIC,Flags,Neutral
🇨🇬,0x1f1e8 0x1f1ec,1000,100,400,500,FLAG: CONGO - BRAZZAVILLE,Flags,Neutral
🇨🇭,0x1f1e8 0x1f1ed,1000,100,400,500,FLAG: SWITZERLAND,Flags,Neutral
🇨🇮,0x1f1e8 0x1f1ee,1000,100,400,500,FLAG: CÔTE D’IVOIRE,Flags,Neutral
🇨🇰,0x1f1e8 0x1f1f0,1000,20,80,900,FLAG: COOK ISLANDS,Flags,Approval
🇨🇱,0x1f1e8 0x1f1f1,1000,100,400,500,FLAG: CHILE,Flags,Neutral
🇨🇲,0x1f1e8 0x1f1f2,1000,100,400,500,FLAG: CAMEROON,Flags,Neutral
🇨🇳,0x1f1e8 0x1f1f3,1000,100,400,500,FLAG: CHINA,Flags,Neutral
🇨🇴,0x1f1e8 0x1f1f4,1000,100,400,500,FLAG: COLOMBIA,Flags,Neutral
🇨🇵,0x1f1e8 0x1f1f5,1000,100,400,500,FLAG: CLIPPERTON ISLAND,Flags,Neutral
🇨🇷,0x1f1e8 0x1f1f7,1000,100,400,500,FLAG: COSTA RICA,Flags,Neutral
🇨🇺,0x1f1e8 0x1f1fa,1000,100,400,500,FLAG: CUBA,Flags,Neutral
🇨🇻,0x1f1e8 0x1f1fb,1000,100,400,500,FLAG: CAPE VERDE,Flags,Neutral
🇨🇼,0x1f1e8 0x1f1fc,1000,100,400,500,FLAG: CURAÇAO,Flags,Neutral
🇨🇽,0x1f1e8 0x1f1fd,1000,100,400,500,FLAG: CHRISTMAS ISLAND,Flags,Neutral
🇨🇾,0x1f1e8 0x1f1fe,1000,100,400,500,FLAG: CYPRUS,Flags,Neutral
🇨🇿,0x1f1e8 0x1f1ff,1000,100,400,500,FLAG: CZECHIA,Flags,Neutral
🇩🇪,0x1f1e9 0x1f1ea,1000,100,400,500,FLAG: GERMANY,Flags,Neutral
🇩🇬,0x1f1e9 0x1f1ec,1000,100,400,500,FLAG: DIEGO GARCIA,Flags,Neutral
🇩🇯,0x1f1e9 0x1f1ef,1000,100,400,500,FLAG: DJIBOUTI,Flags,Neutral
🇩🇰,0x1f1e9 0x1f1f0,1000,100,400,500,FLAG: DENMARK,Flags,Neutral
🇩🇲,0x1f1e9 0x1f1f2,1000,100,400,500,FLAG: DOMINICA,Flags,Neutral
🇩🇴,0x1f1e9 0x1f1f4,1000,100,400,500,FLAG: DOMINICAN REPUBLIC,Flags,Neutral
🇩🇿,0x1f1e9 0x1f1ff,1000,100,400,500,FLAG: ALGERIA,Flags,Neutral
🇪🇦,0x1f1ea 0x1f1e6,1000,100,400,500,FLAG: CEUTA & MELILLA,Flags,Neutral
🇪🇨,0x1f1ea 0x1f1e8,1000,100,400,500,FLAG: ECUADOR,Flags,Neutral
🇪🇪,0x1f1ea 0x1f1ea,1000,100,400,500,FLAG: ESTONIA,Flags,Neutral
🇪🇬,0x1f1ea 0x1f1ec,1000,100,400,500,FLAG: EGYPT,Flags,Neutral
🇪🇭,0x1f1ea 0x1f1ed,1000,100,400,500,FLAG: WESTERN SAHARA,Flags,Neutral
🇪🇷,0x1f1ea 0x1f1f7,1000,100,400,500,FLAG: ERITREA,Flags,Neutral
🇪🇸,0x1f1ea 0x1f1f8,1000,100,400,500,FLAG: SPAIN,Flags,Neutral
🇪🇹,0x1f1ea 0x1f1f9,1000,100,400,500,FLAG: ETHIOPIA,Flags,Neutral
🇪🇺,0x1f1ea 0x1f1fa,1000,100,400,500,FLAG: EUROPEAN UNION,Flags,Neutral
🇫🇮,0x1f1eb 0x1f1ee,1000,100,400,500,FLAG: FINLAND,Flags,Neutral
🇫🇯,0x1f1eb 0x1f1ef,1000,100,400,500,FLAG: FIJI,Flags,Neutral
🇫🇰,0x1f1eb 0x1f1f0,1000,100,400,500,FLAG: FALKLAND ISLANDS,Flags,Neutral
🇫🇲,0x1f1eb 0x1f1f2,1000,100,400,500,FLAG: MICRONESIA,Flags,Neutral
🇫🇴,0x1f1eb 0x1f1f4,1000,100,400,500,FLAG: FAROE ISLANDS,Flags,Neutral
🇫🇷,0x1f1eb 0x1f1f7,1000,100,400,500,FLAG: FRANCE,Flags,Neutral
🇬🇦,0x1f1ec 0x1f1e6,1000,100,400,500,FLAG: GABON,Flags,Neutral
🇬🇧,0x1f1ec 0x1f1e7,1000,100,400,500,FLAG: UNITED KINGDOM,Flags,Neutral
🇬🇩,0x1f1ec 0x1f1e9,1000,100,400,500,FLAG: GRENADA,Flags,Neutral
🇬🇪,0x1f1ec 0x1f1ea,1000,100,400,500,FLAG: GEORGIA,Flags,Neutral
🇬🇫,0x1f1ec 0x1f1eb,1000,100,400,500,FLAG: FRENCH GUIANA,Flags,Neutral
🇬🇬,0x1f1ec 0x1f1ec,1000,100,400,500,FLAG: GUERNSEY,Flags,Neutral
🇬🇭,0x1f1ec 0x1f1ed,1000,100,400,500,FLAG: GHANA,Flags,Neutral
🇬🇮,0x1f1ec 0x1f1ee,1000,100,400,500,FLAG: GIBRALTAR,Flags,Neutral
🇬🇱,0x1f1ec 0x1f1f1,1000,100,400,500,FLAG: GREENLAND,Flags,Neutral
🇬🇲,0x1f1ec 0x1f1f2,1000,100,400,500,FLAG: GAMBIA,Flags,Neutral
🇬🇳,0x1f1ec 0x1f1f3,1000,100,400,500,FLAG: GUINEA,Flags,Neutral
🇬🇵,0x1f1ec 0x1f1f5,1000,100,400,500,FLAG: GUADELOUPE,Flags,Neutral
🇬🇶,0x1f1ec 0x1f1f6,1000,100,400,500,FLAG: EQUATORIAL GUINEA,Flags,Neutral
🇬🇷,0x1f1ec 0x1f1f7,1000,100,400,500,FLAG: GREECE,Flags,Neutral
🇬🇸,0x1f1ec 0x1f1f8,1000,100,400,500,FLAG: SOUTH GEORGIA & SOUTH SANDWICH ISLANDS,Flags,Neutral
🇬🇹,0x1f1ec 0x1f1f9,1000,100,400,500,FLAG: GUATEMALA,Flags,Neutral
🇬🇺,0x1f1ec 0x1f1fa,1000,100,400,500,FLAG: GUAM,Flags,Neutral
🇬🇼,0x1f1ec 0x1f1fc,1000,100,400,500,FLAG: GUINEA-BISSAU,Flags,Neutral
🇬🇾,0x1f1ec 0x1f1fe,1000,100,400,500,FLAG: GUYANA,Flags,Neutral
🇭🇰,0x1f1ed 0x1f1f0,1000,100,400,500,FLAG: HONG KONG SAR CHINA,Flags,Neutral
